location,iso_code,date,vaccine,total_vaccinations
Czechia,CZE,2021-04-20,Moderna,281948
Czechia,CZE,2021-04-20,Oxford/AstraZeneca,322535
Czechia,CZE,2021-04-20,Pfizer/BioNTech,1991534
Czechia,CZE,2021-04-21,Moderna,287263
Czechia,CZE,2021-04-21,Oxford/AstraZeneca,329801
Czechia,CZE,2021-04-21,Pfizer/BioNTech,2040001
Czechia,CZE,2021-04-22,Johnson&Johnson,28
Czechia,CZE,2021-04-22,Moderna,293068
Czechia,CZE,2021-04-22,Oxford/AstraZeneca,337561
Czechia,CZE,2021-04-22,Pfizer/BioNTech,2097211
Czechia,CZE,2021-04-23,Johnson&Johnson,248
Czechia,CZE,2021-04-23,Moderna,296882
Czechia,CZE,2021-04-23,Oxford/AstraZeneca,343496
Czechia,CZE,2021-04-23,Pfizer/BioNTech,2147845
Czechia,CZE,2021-04-24,Johnson&Johnson,260
Czechia,CZE,2021-04-24,Moderna,297697
Czechia,CZE,2021-04-24,Oxford/AstraZeneca,344157
Czechia,CZE,2021-04-24,Pfizer/BioNTech,2169046
Czechia,CZE,2021-04-25,Johnson&Johnson,276
Czechia,CZE,2021-04-25,Moderna,299154
Czechia,CZE,2021-04-25,Oxford/AstraZeneca,344330
Czechia,CZE,2021-04-25,Pfizer/BioNTech,2185801
Czechia,CZE,2021-04-26,Johnson&Johnson,816
Czechia,CZE,2021-04-26,Moderna,302977
Czechia,CZE,2021-04-26,Oxford/AstraZeneca,349677
Czechia,CZE,2021-04-26,Pfizer/BioNTech,2231346
Czechia,CZE,2021-04-27,Johnson&Johnson,1750
Czechia,CZE,2021-04-27,Moderna,308918
Czechia,CZE,2021-04-27,Oxford/AstraZeneca,355968
Czechia,CZE,2021-04-27,Pfizer/BioNTech,2276950
Czechia,CZE,2021-04-28,Johnson&Johnson,3186
Czechia,CZE,2021-04-28,Moderna,317150
Czechia,CZE,2021-04-28,Oxford/AstraZeneca,362279
Czechia,CZE,2021-04-28,Pfizer/BioNTech,2330618
Czechia,CZE,2021-04-29,Johnson&Johnson,4686
Czechia,CZE,2021-04-29,Moderna,324393
Czechia,CZE,2021-04-29,Oxford/AstraZeneca,367979
Czechia,CZE,2021-04-29,Pfizer/BioNTech,2389018
France,FRA,2020-12-27,Pfizer/BioNTech,18
France,FRA,2020-12-28,Pfizer/BioNTech,78
France,FRA,2020-12-29,Pfizer/BioNTech,185
France,FRA,2020-12-30,Pfizer/BioNTech,300
France,FRA,2020-12-31,Pfizer/BioNTech,383
France,FRA,2021-01-01,Pfizer/BioNTech,438
France,FRA,2021-01-02,Pfizer/BioNTech,510
France,FRA,2021-01-03,Pfizer/BioNTech,597
France,FRA,2021-01-04,Pfizer/BioNTech,2059
France,FRA,2021-01-05,Pfizer/BioNTech,7411
France,FRA,2021-01-06,Pfizer/BioNTech,18662
France,FRA,2021-01-07,Pfizer/BioNTech,47115
France,FRA,2021-01-08,Pfizer/BioNTech,83001
France,FRA,2021-01-09,Pfizer/BioNTech,93866
France,FRA,2021-01-10,Pfizer/BioNTech,99465
France,FRA,2021-01-11,Pfizer/BioNTech,138181
France,FRA,2021-01-12,Pfizer/BioNTech,198499
France,FRA,2021-01-13,Pfizer/BioNTech,261887
France,FRA,2021-01-14,Moderna,140
France,FRA,2021-01-14,Pfizer/BioNTech,341208
France,FRA,2021-01-15,Moderna,358
France,FRA,2021-01-15,Pfizer/BioNTech,407941
France,FRA,2021-01-16,Moderna,543
France,FRA,2021-01-16,Pfizer/BioNTech,428182
France,FRA,2021-01-17,Moderna,546
France,FRA,2021-01-17,Pfizer/BioNTech,438665
France,FRA,2021-01-18,Moderna,3446
France,FRA,2021-01-18,Pfizer/BioNTech,520044
France,FRA,2021-01-19,Moderna,7926
France,FRA,2021-01-19,Pfizer/BioNTech,643616
France,FRA,2021-01-20,Moderna,12829
France,FRA,2021-01-20,Pfizer/BioNTech,773438
France,FRA,2021-01-21,Moderna,17889
France,FRA,2021-01-21,Pfizer/BioNTech,923110
France,FRA,2021-01-22,Moderna,22743
France,FRA,2021-01-22,Pfizer/BioNTech,1036376
France,FRA,2021-01-23,Moderna,24469
France,FRA,2021-01-23,Pfizer/BioNTech,1072458
France,FRA,2021-01-24,Moderna,24550
France,FRA,2021-01-24,Pfizer/BioNTech,1081796
France,FRA,2021-01-25,Moderna,28178
France,FRA,2021-01-25,Pfizer/BioNTech,1156236
France,FRA,2021-01-26,Moderna,31865
France,FRA,2021-01-26,Pfizer/BioNTech,1254783
France,FRA,2021-01-27,Moderna,35266
France,FRA,2021-01-27,Pfizer/BioNTech,1363518
France,FRA,2021-01-28,Moderna,38745
France,FRA,2021-01-28,Pfizer/BioNTech,1499374
France,FRA,2021-01-29,Moderna,41816
France,FRA,2021-01-29,Pfizer/BioNTech,1606526
France,FRA,2021-01-30,Moderna,42870
France,FRA,2021-01-30,Pfizer/BioNTech,1638727
France,FRA,2021-01-31,Moderna,42870
France,FRA,2021-01-31,Pfizer/BioNTech,1645493
France,FRA,2021-02-01,Moderna,46115
France,FRA,2021-02-01,Pfizer/BioNTech,1717722
France,FRA,2021-02-02,Moderna,50415
France,FRA,2021-02-02,Pfizer/BioNTech,1824342
France,FRA,2021-02-03,Moderna,55444
France,FRA,2021-02-03,Pfizer/BioNTech,1931991
France,FRA,2021-02-04,Moderna,60140
France,FRA,2021-02-04,Pfizer/BioNTech,2065945
France,FRA,2021-02-05,Moderna,64695
France,FRA,2021-02-05,Pfizer/BioNTech,2177609
France,FRA,2021-02-06,Moderna,66626
France,FRA,2021-02-06,Oxford/AstraZeneca,261
France,FRA,2021-02-06,Pfizer/BioNTech,2208016
France,FRA,2021-02-07,Moderna,66667
France,FRA,2021-02-07,Oxford/AstraZeneca,1604
France,FRA,2021-02-07,Pfizer/BioNTech,2217889
France,FRA,2021-02-08,Moderna,74092
France,FRA,2021-02-08,Oxford/AstraZeneca,4199
France,FRA,2021-02-08,Pfizer/BioNTech,2303590
France,FRA,2021-02-09,Moderna,82356
France,FRA,2021-02-09,Oxford/AstraZeneca,10763
France,FRA,2021-02-09,Pfizer/BioNTech,2435525
France,FRA,2021-02-10,Moderna,91537
France,FRA,2021-02-10,Oxford/AstraZeneca,19766
France,FRA,2021-02-10,Pfizer/BioNTech,2573381
France,FRA,2021-02-11,Moderna,101704
France,FRA,2021-02-11,Oxford/AstraZeneca,32872
France,FRA,2021-02-11,Pfizer/BioNTech,2745159
France,FRA,2021-02-12,Moderna,111715
France,FRA,2021-02-12,Oxford/AstraZeneca,45643
France,FRA,2021-02-12,Pfizer/BioNTech,2875175
France,FRA,2021-02-13,Moderna,114929
France,FRA,2021-02-13,Oxford/AstraZeneca,49085
France,FRA,2021-02-13,Pfizer/BioNTech,2908712
France,FRA,2021-02-14,Moderna,115226
France,FRA,2021-02-14,Oxford/AstraZeneca,49925
France,FRA,2021-02-14,Pfizer/BioNTech,2918861
France,FRA,2021-02-15,Moderna,121698
France,FRA,2021-02-15,Oxford/AstraZeneca,59843
France,FRA,2021-02-15,Pfizer/BioNTech,3014220
France,FRA,2021-02-16,Moderna,130809
France,FRA,2021-02-16,Oxford/AstraZeneca,71824
France,FRA,2021-02-16,Pfizer/BioNTech,3138390
France,FRA,2021-02-17,Moderna,139487
France,FRA,2021-02-17,Oxford/AstraZeneca,82489
France,FRA,2021-02-17,Pfizer/BioNTech,3275838
France,FRA,2021-02-18,Moderna,149844
France,FRA,2021-02-18,Oxford/AstraZeneca,96677
France,FRA,2021-02-18,Pfizer/BioNTech,3443809
France,FRA,2021-02-19,Moderna,159420
France,FRA,2021-02-19,Oxford/AstraZeneca,110605
France,FRA,2021-02-19,Pfizer/BioNTech,3574444
France,FRA,2021-02-20,Moderna,162681
France,FRA,2021-02-20,Oxford/AstraZeneca,113697
France,FRA,2021-02-20,Pfizer/BioNTech,3613581
France,FRA,2021-02-21,Moderna,162964
France,FRA,2021-02-21,Oxford/AstraZeneca,114229
France,FRA,2021-02-21,Pfizer/BioNTech,3620984
France,FRA,2021-02-22,Moderna,170244
France,FRA,2021-02-22,Oxford/AstraZeneca,122924
France,FRA,2021-02-22,Pfizer/BioNTech,3711874
France,FRA,2021-02-23,Moderna,178737
France,FRA,2021-02-23,Oxford/AstraZeneca,133786
France,FRA,2021-02-23,Pfizer/BioNTech,3828177
France,FRA,2021-02-24,Moderna,186994
France,FRA,2021-02-24,Oxford/AstraZeneca,147395
France,FRA,2021-02-24,Pfizer/BioNTech,3946379
France,FRA,2021-02-25,Moderna,195656
France,FRA,2021-02-25,Oxford/AstraZeneca,191049
France,FRA,2021-02-25,Pfizer/BioNTech,4080192
France,FRA,2021-02-26,Moderna,202942
France,FRA,2021-02-26,Oxford/AstraZeneca,251638
France,FRA,2021-02-26,Pfizer/BioNTech,4191955
France,FRA,2021-02-27,Moderna,205501
France,FRA,2021-02-27,Oxford/AstraZeneca,285703
France,FRA,2021-02-27,Pfizer/BioNTech,4228103
France,FRA,2021-02-28,Moderna,205603
France,FRA,2021-02-28,Oxford/AstraZeneca,288007
France,FRA,2021-02-28,Pfizer/BioNTech,4234899
France,FRA,2021-03-01,Moderna,214271
France,FRA,2021-03-01,Oxford/AstraZeneca,307383
France,FRA,2021-03-01,Pfizer/BioNTech,4322140
France,FRA,2021-03-02,Moderna,225199
France,FRA,2021-03-02,Oxford/AstraZeneca,345091
France,FRA,2021-03-02,Pfizer/BioNTech,4438279
France,FRA,2021-03-03,Moderna,236353
France,FRA,2021-03-03,Oxford/AstraZeneca,391961
France,FRA,2021-03-03,Pfizer/BioNTech,4556827
France,FRA,2021-03-04,Moderna,248544
France,FRA,2021-03-04,Oxford/AstraZeneca,471147
France,FRA,2021-03-04,Pfizer/BioNTech,4696329
France,FRA,2021-03-05,Moderna,260208
France,FRA,2021-03-05,Oxford/AstraZeneca,586186
France,FRA,2021-03-05,Pfizer/BioNTech,4826284
France,FRA,2021-03-06,Moderna,266486
France,FRA,2021-03-06,Oxford/AstraZeneca,702391
France,FRA,2021-03-06,Pfizer/BioNTech,4922499
France,FRA,2021-03-07,Moderna,268788
France,FRA,2021-03-07,Oxford/AstraZeneca,756052
France,FRA,2021-03-07,Pfizer/BioNTech,4987749
France,FRA,2021-03-08,Moderna,281099
France,FRA,2021-03-08,Oxford/AstraZeneca,797345
France,FRA,2021-03-08,Pfizer/BioNTech,5084728
France,FRA,2021-03-09,Moderna,296903
France,FRA,2021-03-09,Oxford/AstraZeneca,874108
France,FRA,2021-03-09,Pfizer/BioNTech,5214161
France,FRA,2021-03-10,Moderna,312908
France,FRA,2021-03-10,Oxford/AstraZeneca,952675
France,FRA,2021-03-10,Pfizer/BioNTech,5349171
France,FRA,2021-03-11,Moderna,331251
France,FRA,2021-03-11,Oxford/AstraZeneca,1078053
France,FRA,2021-03-11,Pfizer/BioNTech,5505385
France,FRA,2021-03-12,Moderna,347195
France,FRA,2021-03-12,Oxford/AstraZeneca,1257006
France,FRA,2021-03-12,Pfizer/BioNTech,5650700
France,FRA,2021-03-13,Moderna,359605
France,FRA,2021-03-13,Oxford/AstraZeneca,1386049
France,FRA,2021-03-13,Pfizer/BioNTech,5750223
France,FRA,2021-03-14,Moderna,364699
France,FRA,2021-03-14,Oxford/AstraZeneca,1399618
France,FRA,2021-03-14,Pfizer/BioNTech,5795923
France,FRA,2021-03-15,Moderna,378724
France,FRA,2021-03-15,Oxford/AstraZeneca,1450216
France,FRA,2021-03-15,Pfizer/BioNTech,5915317
France,FRA,2021-03-16,Moderna,399841
France,FRA,2021-03-16,Oxford/AstraZeneca,1451053
France,FRA,2021-03-16,Pfizer/BioNTech,6069160
France,FRA,2021-03-17,Moderna,423608
France,FRA,2021-03-17,Oxford/AstraZeneca,1451609
France,FRA,2021-03-17,Pfizer/BioNTech,6227981
France,FRA,2021-03-18,Moderna,451629
France,FRA,2021-03-18,Oxford/AstraZeneca,1452688
France,FRA,2021-03-18,Pfizer/BioNTech,6405960
France,FRA,2021-03-19,Moderna,478999
France,FRA,2021-03-19,Oxford/AstraZeneca,1521452
France,FRA,2021-03-19,Pfizer/BioNTech,6570050
France,FRA,2021-03-20,Moderna,505719
France,FRA,2021-03-20,Oxford/AstraZeneca,1585418
France,FRA,2021-03-20,Pfizer/BioNTech,6654089
France,FRA,2021-03-21,Moderna,523323
France,FRA,2021-03-21,Oxford/AstraZeneca,1590860
France,FRA,2021-03-21,Pfizer/BioNTech,6681178
France,FRA,2021-03-22,Moderna,543977
France,FRA,2021-03-22,Oxford/AstraZeneca,1627223
France,FRA,2021-03-22,Pfizer/BioNTech,6822328
France,FRA,2021-03-23,Moderna,570535
France,FRA,2021-03-23,Oxford/AstraZeneca,1710221
France,FRA,2021-03-23,Pfizer/BioNTech,6999146
France,FRA,2021-03-24,Moderna,599095
France,FRA,2021-03-24,Oxford/AstraZeneca,1799484
France,FRA,2021-03-24,Pfizer/BioNTech,7175585
France,FRA,2021-03-25,Moderna,630519
France,FRA,2021-03-25,Oxford/AstraZeneca,1946984
France,FRA,2021-03-25,Pfizer/BioNTech,7376604
France,FRA,2021-03-26,Moderna,661225
France,FRA,2021-03-26,Oxford/AstraZeneca,2109976
France,FRA,2021-03-26,Pfizer/BioNTech,7576213
France,FRA,2021-03-27,Moderna,678247
France,FRA,2021-03-27,Oxford/AstraZeneca,2176977
France,FRA,2021-03-27,Pfizer/BioNTech,7700967
France,FRA,2021-03-28,Moderna,688775
France,FRA,2021-03-28,Oxford/AstraZeneca,2183088
France,FRA,2021-03-28,Pfizer/BioNTech,7747199
France,FRA,2021-03-29,Moderna,711632
France,FRA,2021-03-29,Oxford/AstraZeneca,2236281
France,FRA,2021-03-29,Pfizer/BioNTech,7921771
France,FRA,2021-03-30,Moderna,741763
France,FRA,2021-03-30,Oxford/AstraZeneca,2328050
France,FRA,2021-03-30,Pfizer/BioNTech,8148651
France,FRA,2021-03-31,Moderna,775420
France,FRA,2021-03-31,Oxford/AstraZeneca,2390255
France,FRA,2021-03-31,Pfizer/BioNTech,8383379
France,FRA,2021-04-01,Moderna,817177
France,FRA,2021-04-01,Oxford/AstraZeneca,2474617
France,FRA,2021-04-01,Pfizer/BioNTech,8655760
France,FRA,2021-04-02,Moderna,853952
France,FRA,2021-04-02,Oxford/AstraZeneca,2560235
France,FRA,2021-04-02,Pfizer/BioNTech,8903687
France,FRA,2021-04-03,Moderna,874792
France,FRA,2021-04-03,Oxford/AstraZeneca,2595439
France,FRA,2021-04-03,Pfizer/BioNTech,9047900
France,FRA,2021-04-04,Moderna,885260
France,FRA,2021-04-04,Oxford/AstraZeneca,2598793
France,FRA,2021-04-04,Pfizer/BioNTech,9097464
France,FRA,2021-04-05,Moderna,898024
France,FRA,2021-04-05,Oxford/AstraZeneca,2602996
France,FRA,2021-04-05,Pfizer/BioNTech,9148574
France,FRA,2021-04-06,Moderna,931645
France,FRA,2021-04-06,Oxford/AstraZeneca,2631840
France,FRA,2021-04-06,Pfizer/BioNTech,9406365
France,FRA,2021-04-07,Moderna,968825
France,FRA,2021-04-07,Oxford/AstraZeneca,2663325
France,FRA,2021-04-07,Pfizer/BioNTech,9703622
France,FRA,2021-04-08,Moderna,1013214
France,FRA,2021-04-08,Oxford/AstraZeneca,2740808
France,FRA,2021-04-08,Pfizer/BioNTech,10030837
France,FRA,2021-04-09,Moderna,1054453
France,FRA,2021-04-09,Oxford/AstraZeneca,2900521
France,FRA,2021-04-09,Pfizer/BioNTech,10344722
France,FRA,2021-04-10,Moderna,1083128
France,FRA,2021-04-10,Oxford/AstraZeneca,2975017
France,FRA,2021-04-10,Pfizer/BioNTech,10532221
France,FRA,2021-04-11,Moderna,1095127
France,FRA,2021-04-11,Oxford/AstraZeneca,2982049
France,FRA,2021-04-11,Pfizer/BioNTech,10601309
France,FRA,2021-04-12,Moderna,1122553
France,FRA,2021-04-12,Oxford/AstraZeneca,3032583
France,FRA,2021-04-12,Pfizer/BioNTech,10867965
France,FRA,2021-04-13,Moderna,1157208
France,FRA,2021-04-13,Oxford/AstraZeneca,3117701
France,FRA,2021-04-13,Pfizer/BioNTech,11190107
France,FRA,2021-04-14,Moderna,1191102
France,FRA,2021-04-14,Oxford/AstraZeneca,3184291
France,FRA,2021-04-14,Pfizer/BioNTech,11512502
France,FRA,2021-04-15,Moderna,1233870
France,FRA,2021-04-15,Oxford/AstraZeneca,3275922
France,FRA,2021-04-15,Pfizer/BioNTech,11851874
France,FRA,2021-04-16,Moderna,1273674
France,FRA,2021-04-16,Oxford/AstraZeneca,3386896
France,FRA,2021-04-16,Pfizer/BioNTech,12174486
France,FRA,2021-04-17,Moderna,1308975
France,FRA,2021-04-17,Oxford/AstraZeneca,3439189
France,FRA,2021-04-17,Pfizer/BioNTech,12360094
France,FRA,2021-04-18,Moderna,1329071
France,FRA,2021-04-18,Oxford/AstraZeneca,3448610
France,FRA,2021-04-18,Pfizer/BioNTech,12415590
France,FRA,2021-04-19,Moderna,1361578
France,FRA,2021-04-19,Oxford/AstraZeneca,3473168
France,FRA,2021-04-19,Pfizer/BioNTech,12694062
France,FRA,2021-04-20,Moderna,1402129
France,FRA,2021-04-20,Oxford/AstraZeneca,3518171
France,FRA,2021-04-20,Pfizer/BioNTech,13024501
France,FRA,2021-04-21,Moderna,1441888
France,FRA,2021-04-21,Oxford/AstraZeneca,3556490
France,FRA,2021-04-21,Pfizer/BioNTech,13357379
France,FRA,2021-04-22,Moderna,1489454
France,FRA,2021-04-22,Oxford/AstraZeneca,3610512
France,FRA,2021-04-22,Pfizer/BioNTech,13719920
France,FRA,2021-04-23,Johnson&Johnson,413
France,FRA,2021-04-23,Moderna,1538672
France,FRA,2021-04-23,Oxford/AstraZeneca,3680292
France,FRA,2021-04-23,Pfizer/BioNTech,14063277
France,FRA,2021-04-24,Johnson&Johnson,1964
France,FRA,2021-04-24,Moderna,1578196
France,FRA,2021-04-24,Oxford/AstraZeneca,3717505
France,FRA,2021-04-24,Pfizer/BioNTech,14280949
France,FRA,2021-04-25,Johnson&Johnson,2076
France,FRA,2021-04-25,Moderna,1596081
France,FRA,2021-04-25,Oxford/AstraZeneca,3723525
France,FRA,2021-04-25,Pfizer/BioNTech,14362239
France,FRA,2021-04-26,Johnson&Johnson,4844
France,FRA,2021-04-26,Moderna,1629676
France,FRA,2021-04-26,Oxford/AstraZeneca,3743013
France,FRA,2021-04-26,Pfizer/BioNTech,14672411
France,FRA,2021-04-27,Johnson&Johnson,14123
France,FRA,2021-04-27,Moderna,1671810
France,FRA,2021-04-27,Oxford/AstraZeneca,3777474
France,FRA,2021-04-27,Pfizer/BioNTech,15042708
France,FRA,2021-04-28,Johnson&Johnson,23671
France,FRA,2021-04-28,Moderna,1718048
France,FRA,2021-04-28,Oxford/AstraZeneca,3806882
France,FRA,2021-04-28,Pfizer/BioNTech,15420745
Germany,DEU,2020-12-27,Moderna,0
Germany,DEU,2020-12-27,Oxford/AstraZeneca,0
Germany,DEU,2020-12-27,Pfizer/BioNTech,24471
Germany,DEU,2020-12-28,Moderna,0
Germany,DEU,2020-12-28,Oxford/AstraZeneca,0
Germany,DEU,2020-12-28,Pfizer/BioNTech,42812
Germany,DEU,2020-12-29,Moderna,0
Germany,DEU,2020-12-29,Oxford/AstraZeneca,0
Germany,DEU,2020-12-29,Pfizer/BioNTech,92280
Germany,DEU,2020-12-30,Moderna,0
Germany,DEU,2020-12-30,Oxford/AstraZeneca,0
Germany,DEU,2020-12-30,Pfizer/BioNTech,154738
Germany,DEU,2020-12-31,Moderna,0
Germany,DEU,2020-12-31,Oxford/AstraZeneca,0
Germany,DEU,2020-12-31,Pfizer/BioNTech,204783
Germany,DEU,2021-01-01,Moderna,0
Germany,DEU,2021-01-01,Oxford/AstraZeneca,1
Germany,DEU,2021-01-01,Pfizer/BioNTech,224055
Germany,DEU,2021-01-02,Moderna,0
Germany,DEU,2021-01-02,Oxford/AstraZeneca,1
Germany,DEU,2021-01-02,Pfizer/BioNTech,277153
Germany,DEU,2021-01-03,Moderna,0
Germany,DEU,2021-01-03,Oxford/AstraZeneca,1
Germany,DEU,2021-01-03,Pfizer/BioNTech,301362
Germany,DEU,2021-01-04,Moderna,0
Germany,DEU,2021-01-04,Oxford/AstraZeneca,1
Germany,DEU,2021-01-04,Pfizer/BioNTech,349752
Germany,DEU,2021-01-05,Moderna,1
Germany,DEU,2021-01-05,Oxford/AstraZeneca,1
Germany,DEU,2021-01-05,Pfizer/BioNTech,403812
Germany,DEU,2021-01-06,Moderna,7
Germany,DEU,2021-01-06,Oxford/AstraZeneca,3
Germany,DEU,2021-01-06,Pfizer/BioNTech,466662
Germany,DEU,2021-01-07,Moderna,11
Germany,DEU,2021-01-07,Oxford/AstraZeneca,3
Germany,DEU,2021-01-07,Pfizer/BioNTech,522519
Germany,DEU,2021-01-08,Moderna,59
Germany,DEU,2021-01-08,Oxford/AstraZeneca,3
Germany,DEU,2021-01-08,Pfizer/BioNTech,585958
Germany,DEU,2021-01-09,Moderna,59
Germany,DEU,2021-01-09,Oxford/AstraZeneca,3
Germany,DEU,2021-01-09,Pfizer/BioNTech,647324
Germany,DEU,2021-01-10,Moderna,59
Germany,DEU,2021-01-10,Oxford/AstraZeneca,3
Germany,DEU,2021-01-10,Pfizer/BioNTech,682595
Germany,DEU,2021-01-11,Moderna,60
Germany,DEU,2021-01-11,Oxford/AstraZeneca,3
Germany,DEU,2021-01-11,Pfizer/BioNTech,750038
Germany,DEU,2021-01-12,Moderna,65
Germany,DEU,2021-01-12,Oxford/AstraZeneca,5
Germany,DEU,2021-01-12,Pfizer/BioNTech,832816
Germany,DEU,2021-01-13,Moderna,862
Germany,DEU,2021-01-13,Oxford/AstraZeneca,5
Germany,DEU,2021-01-13,Pfizer/BioNTech,943595
Germany,DEU,2021-01-14,Moderna,5490
Germany,DEU,2021-01-14,Oxford/AstraZeneca,5
Germany,DEU,2021-01-14,Pfizer/BioNTech,1021679
Germany,DEU,2021-01-15,Moderna,10928
Germany,DEU,2021-01-15,Oxford/AstraZeneca,24
Germany,DEU,2021-01-15,Pfizer/BioNTech,1107631
Germany,DEU,2021-01-16,Moderna,12700
Germany,DEU,2021-01-16,Oxford/AstraZeneca,24
Germany,DEU,2021-01-16,Pfizer/BioNTech,1163317
Germany,DEU,2021-01-17,Moderna,14005
Germany,DEU,2021-01-17,Oxford/AstraZeneca,25
Germany,DEU,2021-01-17,Pfizer/BioNTech,1210471
Germany,DEU,2021-01-18,Moderna,18039
Germany,DEU,2021-01-18,Oxford/AstraZeneca,26
Germany,DEU,2021-01-18,Pfizer/BioNTech,1288702
Germany,DEU,2021-01-19,Moderna,21507
Germany,DEU,2021-01-19,Oxford/AstraZeneca,76
Germany,DEU,2021-01-19,Pfizer/BioNTech,1400371
Germany,DEU,2021-01-20,Moderna,24257
Germany,DEU,2021-01-20,Oxford/AstraZeneca,80
Germany,DEU,2021-01-20,Pfizer/BioNTech,1529725
Germany,DEU,2021-01-21,Moderna,26969
Germany,DEU,2021-01-21,Oxford/AstraZeneca,80
Germany,DEU,2021-01-21,Pfizer/BioNTech,1631961
Germany,DEU,2021-01-22,Moderna,29012
Germany,DEU,2021-01-22,Oxford/AstraZeneca,92
Germany,DEU,2021-01-22,Pfizer/BioNTech,1732190
Germany,DEU,2021-01-23,Moderna,29395
Germany,DEU,2021-01-23,Oxford/AstraZeneca,93
Germany,DEU,2021-01-23,Pfizer/BioNTech,1817357
Germany,DEU,2021-01-24,Moderna,29639
Germany,DEU,2021-01-24,Oxford/AstraZeneca,97
Germany,DEU,2021-01-24,Pfizer/BioNTech,1867140
Germany,DEU,2021-01-25,Moderna,31361
Germany,DEU,2021-01-25,Oxford/AstraZeneca,99
Germany,DEU,2021-01-25,Pfizer/BioNTech,1959544
Germany,DEU,2021-01-26,Moderna,33013
Germany,DEU,2021-01-26,Oxford/AstraZeneca,105
Germany,DEU,2021-01-26,Pfizer/BioNTech,2056963
Germany,DEU,2021-01-27,Moderna,34970
Germany,DEU,2021-01-27,Oxford/AstraZeneca,113
Germany,DEU,2021-01-27,Pfizer/BioNTech,2166068
Germany,DEU,2021-01-28,Moderna,36605
Germany,DEU,2021-01-28,Oxford/AstraZeneca,114
Germany,DEU,2021-01-28,Pfizer/BioNTech,2255899
Germany,DEU,2021-01-29,Moderna,38010
Germany,DEU,2021-01-29,Oxford/AstraZeneca,179
Germany,DEU,2021-01-29,Pfizer/BioNTech,2362775
Germany,DEU,2021-01-30,Moderna,38884
Germany,DEU,2021-01-30,Oxford/AstraZeneca,180
Germany,DEU,2021-01-30,Pfizer/BioNTech,2449628
Germany,DEU,2021-01-31,Moderna,39260
Germany,DEU,2021-01-31,Oxford/AstraZeneca,180
Germany,DEU,2021-01-31,Pfizer/BioNTech,2507371
Germany,DEU,2021-02-01,Moderna,41470
Germany,DEU,2021-02-01,Oxford/AstraZeneca,237
Germany,DEU,2021-02-01,Pfizer/BioNTech,2626947
Germany,DEU,2021-02-02,Moderna,44338
Germany,DEU,2021-02-02,Oxford/AstraZeneca,252
Germany,DEU,2021-02-02,Pfizer/BioNTech,2755002
Germany,DEU,2021-02-03,Moderna,50727
Germany,DEU,2021-02-03,Oxford/AstraZeneca,272
Germany,DEU,2021-02-03,Pfizer/BioNTech,2908287
Germany,DEU,2021-02-04,Moderna,56601
Germany,DEU,2021-02-04,Oxford/AstraZeneca,278
Germany,DEU,2021-02-04,Pfizer/BioNTech,3034495
Germany,DEU,2021-02-05,Moderna,62999
Germany,DEU,2021-02-05,Oxford/AstraZeneca,285
Germany,DEU,2021-02-05,Pfizer/BioNTech,3173192
Germany,DEU,2021-02-06,Moderna,65465
Germany,DEU,2021-02-06,Oxford/AstraZeneca,286
Germany,DEU,2021-02-06,Pfizer/BioNTech,3270786
Germany,DEU,2021-02-07,Moderna,67814
Germany,DEU,2021-02-07,Oxford/AstraZeneca,288
Germany,DEU,2021-02-07,Pfizer/BioNTech,3322691
Germany,DEU,2021-02-08,Moderna,71673
Germany,DEU,2021-02-08,Oxford/AstraZeneca,312
Germany,DEU,2021-02-08,Pfizer/BioNTech,3428947
Germany,DEU,2021-02-09,Moderna,75556
Germany,DEU,2021-02-09,Oxford/AstraZeneca,422
Germany,DEU,2021-02-09,Pfizer/BioNTech,3558383
Germany,DEU,2021-02-10,Moderna,79421
Germany,DEU,2021-02-10,Oxford/AstraZeneca,7461
Germany,DEU,2021-02-10,Pfizer/BioNTech,3697272
Germany,DEU,2021-02-11,Moderna,86713
Germany,DEU,2021-02-11,Oxford/AstraZeneca,22913
Germany,DEU,2021-02-11,Pfizer/BioNTech,3817330
Germany,DEU,2021-02-12,Moderna,96586
Germany,DEU,2021-02-12,Oxford/AstraZeneca,37165
Germany,DEU,2021-02-12,Pfizer/BioNTech,3948930
Germany,DEU,2021-02-13,Moderna,99634
Germany,DEU,2021-02-13,Oxford/AstraZeneca,50004
Germany,DEU,2021-02-13,Pfizer/BioNTech,4041334
Germany,DEU,2021-02-14,Moderna,102036
Germany,DEU,2021-02-14,Oxford/AstraZeneca,57354
Germany,DEU,2021-02-14,Pfizer/BioNTech,4096589
Germany,DEU,2021-02-15,Moderna,106849
Germany,DEU,2021-02-15,Oxford/AstraZeneca,72086
Germany,DEU,2021-02-15,Pfizer/BioNTech,4204004
Germany,DEU,2021-02-16,Moderna,112521
Germany,DEU,2021-02-16,Oxford/AstraZeneca,95609
Germany,DEU,2021-02-16,Pfizer/BioNTech,4310167
Germany,DEU,2021-02-17,Moderna,120472
Germany,DEU,2021-02-17,Oxford/AstraZeneca,115340
Germany,DEU,2021-02-17,Pfizer/BioNTech,4432585
Germany,DEU,2021-02-18,Moderna,128408
Germany,DEU,2021-02-18,Oxford/AstraZeneca,139808
Germany,DEU,2021-02-18,Pfizer/BioNTech,4543485
Germany,DEU,2021-02-19,Moderna,138208
